id_zona,venta_digital,stock_actual,tienda,vehiculo,I_UB,distancia,cluster_ordenado,n_k (total clientes),centroide,c_k
450,9.36785009861933,3074.059171597633,7,2,936.7850098619331,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
451,30.707100591715978,3920.091715976331,6,3,3070.710059171598,54.75,1,1333,44.85925461320241,0.03365285417344517
452,12.221893491124261,3920.091715976331,6,3,1222.189349112426,54.75,1,1333,44.85925461320241,0.03365285417344517
453,13.247534516765286,3920.091715976331,6,3,1324.7534516765286,54.75,1,1333,44.85925461320241,0.03365285417344517
454,9.1301775147929,3920.091715976331,6,3,913.0177514792899,54.75,1,1333,44.85925461320241,0.03365285417344517
455,26.770216962524653,3920.091715976331,6,3,2677.0216962524655,54.75,1,1333,44.85925461320241,0.03365285417344517
456,15.3767258382643,3920.091715976331,6,3,1537.67258382643,54.75,1,1333,44.85925461320241,0.03365285417344517
457,30.75049309664694,3920.091715976331,6,3,3075.049309664694,54.75,1,1333,44.85925461320241,0.03365285417344517
458,21.45956607495069,3889.3254437869823,9,4,2145.956607495069,52.21,1,1333,44.85925461320241,0.03365285417344517
459,16.142998027613412,3889.3254437869823,9,4,1614.2998027613412,52.21,1,1333,44.85925461320241,0.03365285417344517
460,13.886587771203155,3889.3254437869823,9,4,1388.6587771203156,52.21,1,1333,44.85925461320241,0.03365285417344517
461,22.653846153846153,3889.3254437869823,9,4,2265.3846153846152,52.21,1,1333,44.85925461320241,0.03365285417344517
462,14.916173570019724,3889.3254437869823,9,2,1491.6173570019726,45.14,1,1333,44.85925461320241,0.03365285417344517
463,20.55128205128205,3889.3254437869823,9,1,2055.128205128205,39.07,1,1333,44.85925461320241,0.03365285417344517
464,28.487179487179485,3889.3254437869823,9,0,2848.7179487179487,38.31,1,1333,44.85925461320241,0.03365285417344517
465,22.29388560157791,3889.3254437869823,9,0,2229.388560157791,38.31,1,1333,44.85925461320241,0.03365285417344517
466,26.871794871794872,3889.3254437869823,9,1,2687.1794871794873,39.07,1,1333,44.85925461320241,0.03365285417344517
467,24.481262327416175,3889.3254437869823,9,1,2448.1262327416175,39.07,1,1333,44.85925461320241,0.03365285417344517
468,19.267258382642996,3889.3254437869823,9,1,1926.7258382642997,39.07,1,1333,44.85925461320241,0.03365285417344517
469,10.90138067061144,3889.3254437869823,9,2,1090.138067061144,45.14,1,1333,44.85925461320241,0.03365285417344517
470,12.45759368836292,3889.3254437869823,9,2,1245.759368836292,45.14,1,1333,44.85925461320241,0.03365285417344517
471,10.918145956607495,3889.3254437869823,9,2,1091.8145956607495,45.14,1,1333,44.85925461320241,0.03365285417344517
472,26.344181459566077,2548.25641025641,1,0,2634.4181459566075,12.0,0,436,27.05764705882353,0.062058823529411763
473,9.045364891518737,2548.25641025641,1,0,904.5364891518738,12.0,0,436,27.05764705882353,0.062058823529411763
474,30.13214990138067,3074.059171597633,7,2,3013.214990138067,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
475,23.916173570019723,3074.059171597633,7,2,2391.6173570019723,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
476,26.929980276134124,3074.059171597633,7,2,2692.9980276134124,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
477,14.249506903353057,3074.059171597633,7,2,1424.9506903353056,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
478,19.31163708086785,3074.059171597633,7,2,1931.163708086785,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
479,21.91518737672584,3074.059171597633,7,2,2191.518737672584,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
480,28.342209072978303,3074.059171597633,7,2,2834.2209072978303,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
481,15.103550295857989,3920.091715976331,6,3,1510.355029585799,54.75,1,1333,44.85925461320241,0.03365285417344517
482,15.406311637080869,3920.091715976331,6,3,1540.631163708087,54.75,1,1333,44.85925461320241,0.03365285417344517
483,18.562130177514792,3920.091715976331,6,3,1856.2130177514791,54.75,1,1333,44.85925461320241,0.03365285417344517
484,14.84516765285996,3920.091715976331,6,3,1484.516765285996,54.75,1,1333,44.85925461320241,0.03365285417344517
485,10.579881656804734,4441.6459566074955,11,2,1057.9881656804735,68.97,2,430,72.69032186982882,0.1690472601623926
486,12.264299802761341,4441.6459566074955,11,2,1226.429980276134,68.97,2,430,72.69032186982882,0.1690472601623926
487,24.996055226824456,4441.6459566074955,11,2,2499.6055226824456,68.97,2,430,72.69032186982882,0.1690472601623926
488,32.17258382642998,4441.6459566074955,11,2,3217.2583826429977,68.97,2,430,72.69032186982882,0.1690472601623926
489,8.640039447731755,3889.3254437869823,9,4,864.0039447731756,52.21,1,1333,44.85925461320241,0.03365285417344517
490,21.409270216962526,3889.3254437869823,9,4,2140.9270216962527,52.21,1,1333,44.85925461320241,0.03365285417344517
491,15.918145956607495,3889.3254437869823,9,4,1591.8145956607495,52.21,1,1333,44.85925461320241,0.03365285417344517
492,8.465483234714004,3889.3254437869823,9,2,846.5483234714004,45.14,1,1333,44.85925461320241,0.03365285417344517
493,15.440828402366863,3889.3254437869823,9,1,1544.0828402366863,39.07,1,1333,44.85925461320241,0.03365285417344517
494,17.009861932938858,3889.3254437869823,9,1,1700.9861932938857,39.07,1,1333,44.85925461320241,0.03365285417344517
495,20.49802761341223,3889.3254437869823,9,1,2049.802761341223,39.07,1,1333,44.85925461320241,0.03365285417344517
496,28.907297830374752,3889.3254437869823,9,1,2890.729783037475,39.07,1,1333,44.85925461320241,0.03365285417344517
497,25.283037475345168,3889.3254437869823,9,2,2528.303747534517,45.14,1,1333,44.85925461320241,0.03365285417344517
498,28.19033530571992,3889.3254437869823,9,2,2819.033530571992,45.14,1,1333,44.85925461320241,0.03365285417344517
499,32.43688362919132,3889.3254437869823,9,2,3243.688362919132,45.14,1,1333,44.85925461320241,0.03365285417344517
500,13.597633136094675,3889.3254437869823,9,4,1359.7633136094676,52.21,1,1333,44.85925461320241,0.03365285417344517
501,19.321499013806704,3889.3254437869823,9,4,1932.1499013806704,52.21,1,1333,44.85925461320241,0.03365285417344517
502,13.725838264299803,3074.059171597633,7,3,1372.5838264299803,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
503,12.824457593688363,3074.059171597633,7,2,1282.4457593688362,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
504,23.895463510848128,3074.059171597633,7,2,2389.5463510848126,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
505,19.785996055226825,3074.059171597633,7,2,1978.5996055226824,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
506,18.257396449704142,3074.059171597633,7,2,1825.7396449704142,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
507,21.63510848126233,3074.059171597633,7,2,2163.5108481262328,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
508,23.604536489151872,3074.059171597633,7,2,2360.4536489151874,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
509,15.837278106508876,3074.059171597633,7,2,1583.7278106508875,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
510,11.922090729783038,3074.059171597633,7,2,1192.2090729783038,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
511,27.545364891518737,3920.091715976331,6,3,2754.536489151874,54.75,1,1333,44.85925461320241,0.03365285417344517
512,25.01084812623274,4441.6459566074955,11,1,2501.084812623274,65.9,2,430,72.69032186982882,0.1690472601623926
513,24.45069033530572,4441.6459566074955,11,1,2445.0690335305717,65.9,2,430,72.69032186982882,0.1690472601623926
514,22.148915187376726,4441.6459566074955,11,1,2214.8915187376724,65.9,2,430,72.69032186982882,0.1690472601623926
515,30.63412228796844,4441.6459566074955,11,2,3063.4122287968444,68.97,2,430,72.69032186982882,0.1690472601623926
516,10.650887573964496,4441.6459566074955,11,2,1065.0887573964496,68.97,2,430,72.69032186982882,0.1690472601623926
517,20.349112426035504,4441.6459566074955,11,2,2034.9112426035504,68.97,2,430,72.69032186982882,0.1690472601623926
518,29.407297830374752,4441.6459566074955,11,2,2940.729783037475,68.97,2,430,72.69032186982882,0.1690472601623926
519,32.01282051282051,4441.6459566074955,11,2,3201.2820512820513,68.97,2,430,72.69032186982882,0.1690472601623926
520,23.36489151873767,4441.6459566074955,11,2,2336.4891518737672,68.97,2,430,72.69032186982882,0.1690472601623926
521,13.357001972386588,3889.3254437869823,9,4,1335.7001972386588,52.21,1,1333,44.85925461320241,0.03365285417344517
522,26.974358974358974,3889.3254437869823,9,4,2697.4358974358975,52.21,1,1333,44.85925461320241,0.03365285417344517
523,16.52958579881657,3889.3254437869823,9,2,1652.958579881657,45.14,1,1333,44.85925461320241,0.03365285417344517
524,28.925049309664693,3889.3254437869823,9,2,2892.504930966469,45.14,1,1333,44.85925461320241,0.03365285417344517
525,20.060157790927022,3889.3254437869823,9,2,2006.0157790927021,45.14,1,1333,44.85925461320241,0.03365285417344517
526,10.115384615384615,3889.3254437869823,9,2,1011.5384615384615,45.14,1,1333,44.85925461320241,0.03365285417344517
527,15.615384615384615,3889.3254437869823,9,2,1561.5384615384614,45.14,1,1333,44.85925461320241,0.03365285417344517
528,18.31163708086785,3889.3254437869823,9,4,1831.163708086785,52.21,1,1333,44.85925461320241,0.03365285417344517
529,24.66765285996055,3889.3254437869823,9,4,2466.765285996055,52.21,1,1333,44.85925461320241,0.03365285417344517
530,8.535502958579881,3889.3254437869823,9,4,853.5502958579881,52.21,1,1333,44.85925461320241,0.03365285417344517
531,28.16765285996055,3074.059171597633,7,3,2816.765285996055,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
532,20.45069033530572,3074.059171597633,7,1,2045.069033530572,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
533,28.849112426035504,3074.059171597633,7,1,2884.9112426035504,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
534,27.142011834319526,3074.059171597633,7,1,2714.2011834319524,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
535,13.210059171597633,3074.059171597633,7,1,1321.0059171597634,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
536,13.288954635108482,3074.059171597633,7,1,1328.8954635108482,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
537,11.31163708086785,3074.059171597633,7,1,1131.163708086785,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
538,22.644970414201183,3074.059171597633,7,2,2264.4970414201184,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
539,25.82051282051282,3074.059171597633,7,2,2582.051282051282,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
540,23.650887573964496,3074.059171597633,7,2,2365.0887573964496,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
541,20.59664694280079,4441.6459566074955,11,1,2059.664694280079,65.9,2,430,72.69032186982882,0.1690472601623926
542,29.057199211045365,4441.6459566074955,11,1,2905.7199211045363,65.9,2,430,72.69032186982882,0.1690472601623926
543,15.591715976331361,4441.6459566074955,11,1,1559.1715976331361,65.9,2,430,72.69032186982882,0.1690472601623926
544,28.790927021696252,4441.6459566074955,11,1,2879.092702169625,65.9,2,430,72.69032186982882,0.1690472601623926
545,27.357988165680474,4441.6459566074955,11,1,2735.7988165680476,65.9,2,430,72.69032186982882,0.1690472601623926
546,12.66370808678501,4441.6459566074955,11,1,1266.370808678501,65.9,2,430,72.69032186982882,0.1690472601623926
547,30.007889546351084,4441.6459566074955,11,2,3000.7889546351084,68.97,2,430,72.69032186982882,0.1690472601623926
548,11.26232741617357,4441.6459566074955,11,2,1126.2327416173569,68.97,2,430,72.69032186982882,0.1690472601623926
549,9.7396449704142,4441.6459566074955,11,2,973.96449704142,68.97,2,430,72.69032186982882,0.1690472601623926
550,24.34516765285996,4441.6459566074955,11,2,2434.516765285996,68.97,2,430,72.69032186982882,0.1690472601623926
551,10.411242603550296,4441.6459566074955,11,2,1041.1242603550295,68.97,2,430,72.69032186982882,0.1690472601623926
552,18.180473372781066,4441.6459566074955,11,2,1818.0473372781066,68.97,2,430,72.69032186982882,0.1690472601623926
553,21.80473372781065,3889.3254437869823,9,4,2180.473372781065,52.21,1,1333,44.85925461320241,0.03365285417344517
554,20.1163708086785,3889.3254437869823,9,4,2011.63708086785,52.21,1,1333,44.85925461320241,0.03365285417344517
555,25.86390532544379,3889.3254437869823,9,2,2586.390532544379,45.14,1,1333,44.85925461320241,0.03365285417344517
556,8.64102564102564,3889.3254437869823,9,2,864.1025641025641,45.14,1,1333,44.85925461320241,0.03365285417344517
557,11.483234714003945,3889.3254437869823,9,4,1148.3234714003945,52.21,1,1333,44.85925461320241,0.03365285417344517
558,19.869822485207102,3889.3254437869823,9,4,1986.9822485207103,52.21,1,1333,44.85925461320241,0.03365285417344517
559,28.646942800788956,3074.059171597633,7,3,2864.6942800788956,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
560,29.071005917159763,3074.059171597633,7,1,2907.1005917159764,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
561,12.09861932938856,3074.059171597633,7,3,1209.861932938856,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
562,10.513806706114398,3074.059171597633,7,1,1051.3806706114399,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
563,29.592702169625248,3074.059171597633,7,1,2959.270216962525,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
564,22.321499013806704,3074.059171597633,7,0,2232.1499013806706,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
565,25.581854043392504,3074.059171597633,7,0,2558.1854043392505,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
566,11.820512820512821,3074.059171597633,7,0,1182.0512820512822,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
567,25.548323471400394,3074.059171597633,7,1,2554.8323471400395,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
568,17.752465483234715,3074.059171597633,7,1,1775.2465483234714,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
569,17.797830374753453,3074.059171597633,7,2,1779.7830374753453,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
570,17.128205128205128,3074.059171597633,7,2,1712.8205128205127,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
571,21.467455621301774,4441.6459566074955,11,1,2146.7455621301774,65.9,2,430,72.69032186982882,0.1690472601623926
572,17.82741617357002,4441.6459566074955,11,1,1782.7416173570018,65.9,2,430,72.69032186982882,0.1690472601623926
573,14.875739644970414,4441.6459566074955,11,3,1487.5739644970415,76.21,2,430,72.69032186982882,0.1690472601623926
574,19.69921104536489,4441.6459566074955,11,3,1969.921104536489,76.21,2,430,72.69032186982882,0.1690472601623926
575,16.939842209072978,4441.6459566074955,11,3,1693.9842209072979,76.21,2,430,72.69032186982882,0.1690472601623926
576,14.658777120315582,4441.6459566074955,11,1,1465.8777120315583,65.9,2,430,72.69032186982882,0.1690472601623926
577,12.642998027613412,4441.6459566074955,11,1,1264.2998027613412,65.9,2,430,72.69032186982882,0.1690472601623926
578,22.20611439842209,4441.6459566074955,11,1,2220.611439842209,65.9,2,430,72.69032186982882,0.1690472601623926
579,21.411242603550296,4441.6459566074955,11,2,2141.1242603550295,68.97,2,430,72.69032186982882,0.1690472601623926
580,8.820512820512821,4441.6459566074955,11,2,882.0512820512821,68.97,2,430,72.69032186982882,0.1690472601623926
581,23.969428007889547,4441.6459566074955,11,2,2396.9428007889546,68.97,2,430,72.69032186982882,0.1690472601623926
582,12.162721893491124,4441.6459566074955,11,2,1216.2721893491125,68.97,2,430,72.69032186982882,0.1690472601623926
583,19.624260355029588,4441.6459566074955,11,2,1962.4260355029587,68.97,2,430,72.69032186982882,0.1690472601623926
584,25.00887573964497,4441.6459566074955,11,2,2500.8875739644973,68.97,2,430,72.69032186982882,0.1690472601623926
585,29.40532544378698,3889.3254437869823,9,4,2940.5325443786983,52.21,1,1333,44.85925461320241,0.03365285417344517
586,26.40138067061144,3889.3254437869823,9,4,2640.1380670611443,52.21,1,1333,44.85925461320241,0.03365285417344517
587,28.869822485207102,3889.3254437869823,9,4,2886.98224852071,52.21,1,1333,44.85925461320241,0.03365285417344517
588,10.95266272189349,3074.059171597633,7,1,1095.2662721893491,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
589,27.266272189349113,3074.059171597633,7,1,2726.6272189349115,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
590,20.04043392504931,3074.059171597633,7,3,2004.043392504931,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
591,27.602564102564102,3074.059171597633,7,3,2760.25641025641,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
592,20.285996055226825,3074.059171597633,7,1,2028.5996055226824,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
593,22.26923076923077,3074.059171597633,7,0,2226.923076923077,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
594,16.516765285996055,3074.059171597633,7,0,1651.6765285996055,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
595,19.28205128205128,3074.059171597633,7,0,1928.2051282051282,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
596,20.925049309664693,3074.059171597633,7,0,2092.504930966469,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
597,31.913214990138066,3074.059171597633,7,0,3191.3214990138067,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
598,26.140039447731755,3074.059171597633,7,1,2614.0039447731756,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
599,14.074950690335307,3074.059171597633,7,3,1407.4950690335306,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
600,30.409270216962526,3074.059171597633,7,2,3040.9270216962527,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
601,9.844181459566075,4441.6459566074955,11,1,984.4181459566075,65.9,2,430,72.69032186982882,0.1690472601623926
602,22.747534516765285,4441.6459566074955,11,3,2274.7534516765286,76.21,2,430,72.69032186982882,0.1690472601623926
603,25.732741617357004,4441.6459566074955,11,3,2573.2741617357005,76.21,2,430,72.69032186982882,0.1690472601623926
604,16.1163708086785,4441.6459566074955,11,3,1611.63708086785,76.21,2,430,72.69032186982882,0.1690472601623926
605,31.608481262327416,4441.6459566074955,11,3,3160.8481262327414,76.21,2,430,72.69032186982882,0.1690472601623926
606,27.13510848126233,4441.6459566074955,11,3,2713.5108481262328,76.21,2,430,72.69032186982882,0.1690472601623926
607,8.890532544378699,4441.6459566074955,11,3,889.0532544378699,76.21,2,430,72.69032186982882,0.1690472601623926
608,25.47041420118343,4441.6459566074955,11,1,2547.041420118343,65.9,2,430,72.69032186982882,0.1690472601623926
609,29.988165680473372,4441.6459566074955,11,1,2998.816568047337,65.9,2,430,72.69032186982882,0.1690472601623926
610,9.999013806706115,4441.6459566074955,11,1,999.9013806706115,65.9,2,430,72.69032186982882,0.1690472601623926
611,27.222879684418146,4441.6459566074955,11,2,2722.2879684418144,68.97,2,430,72.69032186982882,0.1690472601623926
612,27.846153846153847,4441.6459566074955,11,2,2784.6153846153848,68.97,2,430,72.69032186982882,0.1690472601623926
613,11.305719921104536,4441.6459566074955,11,2,1130.5719921104537,68.97,2,430,72.69032186982882,0.1690472601623926
614,24.83431952662722,4441.6459566074955,11,2,2483.431952662722,68.97,2,430,72.69032186982882,0.1690472601623926
615,13.116370808678502,4441.6459566074955,11,2,1311.6370808678503,68.97,2,430,72.69032186982882,0.1690472601623926
616,8.601577909270217,4441.6459566074955,11,2,860.1577909270217,68.97,2,430,72.69032186982882,0.1690472601623926
617,16.84122287968442,3074.059171597633,7,1,1684.122287968442,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
618,13.281065088757396,3074.059171597633,7,1,1328.1065088757396,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
619,18.833333333333332,3074.059171597633,7,3,1883.3333333333333,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
620,15.792899408284024,3074.059171597633,7,3,1579.2899408284025,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
621,16.58974358974359,3074.059171597633,7,1,1658.9743589743591,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
622,30.96153846153846,3074.059171597633,7,1,3096.153846153846,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
623,15.155818540433925,3074.059171597633,7,0,1515.5818540433925,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
624,29.972386587771204,3074.059171597633,7,0,2997.2386587771202,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
625,17.045364891518737,3074.059171597633,7,0,1704.5364891518736,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
626,24.310650887573964,3074.059171597633,7,0,2431.0650887573966,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
627,14.309664694280078,3074.059171597633,7,1,1430.966469428008,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
628,11.478303747534516,3074.059171597633,7,1,1147.8303747534517,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
629,23.005917159763314,3074.059171597633,7,3,2300.591715976331,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
630,24.003944773175544,3074.059171597633,7,2,2400.3944773175544,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
631,27.539447731755423,4441.6459566074955,11,1,2753.944773175542,65.9,2,430,72.69032186982882,0.1690472601623926
632,15.021696252465484,4441.6459566074955,11,3,1502.1696252465483,76.21,2,430,72.69032186982882,0.1690472601623926
633,30.379684418145956,4441.6459566074955,11,3,3037.9684418145957,76.21,2,430,72.69032186982882,0.1690472601623926
634,30.414201183431953,4441.6459566074955,11,3,3041.420118343195,76.21,2,430,72.69032186982882,0.1690472601623926
635,21.75049309664694,4441.6459566074955,11,3,2175.049309664694,76.21,2,430,72.69032186982882,0.1690472601623926
636,12.81163708086785,4441.6459566074955,11,3,1281.163708086785,76.21,2,430,72.69032186982882,0.1690472601623926
637,8.357988165680473,4441.6459566074955,11,3,835.7988165680473,76.21,2,430,72.69032186982882,0.1690472601623926
638,23.577909270216963,4441.6459566074955,11,3,2357.7909270216965,76.21,2,430,72.69032186982882,0.1690472601623926
639,28.997041420118343,4441.6459566074955,11,3,2899.7041420118344,76.21,2,430,72.69032186982882,0.1690472601623926
640,9.788954635108482,4441.6459566074955,11,1,978.8954635108482,65.9,2,430,72.69032186982882,0.1690472601623926
641,28.207100591715978,4441.6459566074955,11,2,2820.710059171598,68.97,2,430,72.69032186982882,0.1690472601623926
642,17.43885601577909,4441.6459566074955,11,2,1743.885601577909,68.97,2,430,72.69032186982882,0.1690472601623926
643,25.687376725838263,4441.6459566074955,11,2,2568.737672583826,68.97,2,430,72.69032186982882,0.1690472601623926
644,16.25147928994083,4441.6459566074955,11,2,1625.1479289940828,68.97,2,430,72.69032186982882,0.1690472601623926
645,29.790927021696252,4441.6459566074955,11,2,2979.092702169625,68.97,2,430,72.69032186982882,0.1690472601623926
646,12.49112426035503,4441.6459566074955,11,2,1249.112426035503,68.97,2,430,72.69032186982882,0.1690472601623926
647,21.37475345167653,4441.6459566074955,11,2,2137.475345167653,68.97,2,430,72.69032186982882,0.1690472601623926
648,13.758382642998027,3074.059171597633,7,1,1375.8382642998026,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
649,14.306706114398422,3074.059171597633,7,3,1430.670611439842,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
650,19.087771203155818,3074.059171597633,7,3,1908.7771203155817,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
651,19.166666666666668,3074.059171597633,7,1,1916.6666666666667,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
652,15.767258382642998,3074.059171597633,7,1,1576.7258382643,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
653,17.768244575936883,3074.059171597633,7,0,1776.8244575936883,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
654,18.205128205128204,3074.059171597633,7,0,1820.5128205128203,41.34009275541993,1,1333,44.85925461320241,0.03365285417344517
655,11.961538461538462,3074.059171597633,7,1,1196.1538461538462,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
656,14.708086785009861,3074.059171597633,7,1,1470.8086785009862,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
657,14.43293885601578,3074.059171597633,7,1,1443.2938856015778,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
658,15.270216962524655,3074.059171597633,7,3,1527.0216962524655,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
659,29.932938856015777,3074.059171597633,7,3,2993.2938856015776,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
660,14.978303747534516,3074.059171597633,7,2,1497.8303747534517,44.30713578936526,1,1333,44.85925461320241,0.03365285417344517
661,23.97041420118343,4441.6459566074955,11,1,2397.041420118343,65.9,2,430,72.69032186982882,0.1690472601623926
662,16.953648915187376,4441.6459566074955,11,3,1695.3648915187375,76.21,2,430,72.69032186982882,0.1690472601623926
663,22.110453648915186,4441.6459566074955,11,3,2211.0453648915186,76.21,2,430,72.69032186982882,0.1690472601623926
664,7.850098619329389,4441.6459566074955,11,3,785.0098619329389,76.21,2,430,72.69032186982882,0.1690472601623926
665,17.178500986193296,4441.6459566074955,11,3,1717.8500986193296,76.21,2,430,72.69032186982882,0.1690472601623926
666,20.84122287968442,4441.6459566074955,11,3,2084.122287968442,76.21,2,430,72.69032186982882,0.1690472601623926
667,18.413214990138066,4441.6459566074955,11,3,1841.3214990138065,76.21,2,430,72.69032186982882,0.1690472601623926
668,16.96153846153846,4441.6459566074955,11,3,1696.153846153846,76.21,2,430,72.69032186982882,0.1690472601623926
669,25.63609467455621,4441.6459566074955,11,3,2563.609467455621,76.21,2,430,72.69032186982882,0.1690472601623926
670,18.232741617357004,4441.6459566074955,11,1,1823.2741617357003,65.9,2,430,72.69032186982882,0.1690472601623926
671,25.23076923076923,4441.6459566074955,11,2,2523.076923076923,68.97,2,430,72.69032186982882,0.1690472601623926
672,11.635108481262327,4441.6459566074955,11,2,1163.5108481262328,68.97,2,430,72.69032186982882,0.1690472601623926
673,23.512820512820515,4441.6459566074955,11,2,2351.2820512820513,68.97,2,430,72.69032186982882,0.1690472601623926
674,27.277120315581854,4441.6459566074955,11,2,2727.7120315581856,68.97,2,430,72.69032186982882,0.1690472601623926
675,16.807692307692307,4441.6459566074955,11,2,1680.7692307692307,68.97,2,430,72.69032186982882,0.1690472601623926
676,25.18145956607495,4441.6459566074955,11,2,2518.145956607495,68.97,2,430,72.69032186982882,0.1690472601623926
677,30.215976331360945,4441.6459566074955,11,2,3021.5976331360944,68.97,2,430,72.69032186982882,0.1690472601623926
678,25.56114398422091,4441.6459566074955,11,2,2556.1143984220907,68.97,2,430,72.69032186982882,0.1690472601623926
679,23.32051282051282,3074.059171597633,7,1,2332.051282051282,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
680,24.988165680473372,3074.059171597633,7,3,2498.816568047337,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
681,21.30078895463511,3074.059171597633,7,3,2130.078895463511,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
682,24.873767258382642,3074.059171597633,7,3,2487.376725838264,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
683,24.90631163708087,3074.059171597633,7,1,2490.6311637080867,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
684,16.379684418145956,3074.059171597633,7,1,1637.9684418145957,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
685,30.74950690335306,3074.059171597633,7,1,3074.950690335306,48.436125993857225,1,1333,44.85925461320241,0.03365285417344517
686,25.882642998027613,3074.059171597633,7,3,2588.2642998027613,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
687,19.38560157790927,3074.059171597633,7,3,1938.560157790927,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
688,8.245562130177515,3074.059171597633,7,3,824.5562130177515,50.76997652927941,1,1333,44.85925461320241,0.03365285417344517
