,id_tienda,id_producto,reorden,frecuencia_reorden
4922,5,867,28975,5
4923,5,868,31810,5
4924,5,869,48545,5
4925,5,870,50340,5
4926,5,871,43545,5
4927,5,872,29560,5
4928,5,873,30875,5
4929,5,874,43545,5
4930,5,875,59500,5
4931,5,876,15575,5
4932,5,877,27580,5
4933,5,878,20345,5
4934,5,879,8525,5
4935,5,880,21345,5
4936,5,881,49730,5
4937,5,882,21345,5
4938,5,883,49000,5
4939,5,884,25945,5
4940,5,885,43300,5
4941,5,886,36055,5
4942,5,887,19910,5
4943,5,888,50040,5
4944,5,889,10560,5
4945,5,890,19355,5
4946,5,891,43545,5
4947,5,892,26975,5
4948,5,893,45035,5
4949,5,894,3095,5
4950,5,895,17300,5
4951,5,896,39035,5
4952,5,897,37105,5
4953,5,898,48735,5
4954,5,899,23790,5
4955,5,900,58420,5
4956,5,901,12080,5
4957,5,902,22265,5
4958,5,903,6310,5
4959,5,904,625,5
4960,5,905,955,5
4961,5,906,955,5
4962,5,907,32770,5
4963,5,908,8085,5
4964,5,909,28840,5
4965,5,910,19805,5
4966,5,911,36275,5
4967,5,912,19910,5
4968,5,913,1580,5
4969,5,914,1320,5
4970,5,915,54050,5
4971,5,916,20530,5
4972,5,917,56510,5
4973,5,918,41755,5
4974,5,919,48265,5
4975,5,920,56745,5
4976,5,921,31275,5
4977,5,922,35530,5
4978,5,923,53005,5
4979,5,924,33040,5
4980,5,925,36275,5
4981,5,926,22265,5
4982,5,927,23040,5
4983,5,928,35745,5
4984,5,929,55215,5
4985,5,930,2790,5
4986,5,931,56510,5
4987,5,932,51280,5
4988,5,933,5865,5
4989,5,934,16600,5
4990,5,935,33500,5
4991,5,936,37480,5
4992,5,937,9385,5
4993,5,938,41275,5
4994,5,939,28310,5
4995,5,940,26790,5
4996,5,941,30875,5
4997,5,942,40560,5
4998,5,943,46775,5
4999,5,944,21075,5
5000,5,945,9055,5
5001,5,946,10080,5
5002,5,947,52725,5
5003,5,948,22565,5
5004,5,949,5690,5
5005,5,950,55215,5
5006,5,951,8525,5
5007,5,952,26330,5
5008,5,953,49430,5
5009,5,954,45515,5
5010,5,955,14590,5
5011,5,956,51000,5
5012,5,957,56510,5
5013,5,958,21345,5
5014,5,959,35315,5
5015,5,960,26620,5
5016,5,961,20345,5
5017,5,962,9585,5
5018,5,963,19575,5
5019,5,964,31810,5
5020,5,965,26790,5
5021,5,966,43545,5
5022,5,967,7820,5
5023,5,968,26620,5
5024,5,969,37290,5
5025,5,970,8355,5
5026,5,971,21610,5
5027,5,972,4850,5
5028,5,973,5035,5
5029,5,974,28975,5
5030,5,975,58290,5
5031,5,976,13275,5
5032,5,977,47265,5
5033,5,978,23040,5
5034,5,979,51495,5
5035,5,980,9385,5
5036,5,981,41170,5
5037,5,982,955,5
5038,5,983,825,5
5039,5,984,17535,5
5040,5,985,54250,5
5041,5,986,25765,5
5042,5,987,2415,5
5043,5,988,33040,5
5044,5,989,44765,5
5045,5,990,280,5
5046,5,991,35745,5
5047,5,992,54485,5
5048,5,993,51495,5
5049,5,994,25335,5
5050,5,995,55215,5
5051,5,996,12080,5
5052,5,997,49525,5
5053,5,998,32105,5
5054,5,999,36510,5
5055,5,1000,42305,5
5056,5,1001,24805,5
5057,5,1002,12345,5
5058,5,1003,24570,5
5059,5,1004,30875,5
5060,5,1005,45785,5
5061,5,1006,2415,5
5062,5,1007,59760,5
5063,5,1008,20345,5
5064,5,1009,2415,5
5065,5,1010,19910,5
5066,5,1011,955,5
5067,5,1012,19355,5
5068,5,1013,3580,5
5069,5,1014,53260,5
5070,6,1,395,5
5071,6,2,16960,5
5072,6,3,18295,5
5073,6,4,29545,5
5074,6,5,1080,5
5075,6,6,4865,5
5076,6,7,24540,5
5077,6,8,24885,5
5078,6,9,16610,5
5079,6,10,4360,5
5080,6,11,12645,5
5081,6,12,42190,5
5082,6,13,36425,5
5083,6,14,5395,5
5084,6,15,37500,5
5085,6,16,16610,5
5086,6,17,13355,5
5087,6,18,4865,5
5088,6,19,21320,5
5089,6,20,5395,5
5090,6,21,13780,5
5091,6,22,1080,5
5092,6,23,20250,5
5093,6,24,15385,5
5094,6,25,12145,5
5095,6,26,1455,5
5096,6,27,1920,5
5097,6,28,10185,5
5098,6,29,13355,5
5099,6,30,12975,5
5100,6,31,33695,5
5101,6,32,18465,5
5102,6,33,1455,5
5103,6,34,19875,5
5104,6,35,13355,5
5105,6,36,12850,5
5106,6,37,30435,5
5107,6,38,19070,5
5108,6,39,2140,5
5109,6,40,32845,5
5110,6,41,37680,5
5111,6,42,21320,5
5112,6,43,32670,5
5113,6,44,39560,5
5114,6,45,40090,5
5115,6,46,12850,5
5116,6,47,24885,5
5117,6,48,25070,5
5118,6,49,10070,5
5119,6,50,26105,5
5120,6,51,43140,5
5121,6,52,21320,5
5122,6,53,16445,5
5123,6,54,8835,5
5124,6,55,23795,5
5125,6,56,11285,5
5126,6,57,24335,5
5127,6,58,14190,5
5128,6,59,3640,5
5129,6,60,14190,5
5130,6,61,39560,5
5131,6,62,32120,5
5132,6,63,42185,5
5133,6,64,14705,5
5134,6,65,22810,5
5135,6,66,22810,5
5136,6,67,26805,5
5137,6,68,22810,5
5138,6,69,21320,5
5139,6,70,36425,5
5140,6,71,15950,5
5141,6,72,32670,5
5142,6,73,40380,5
5143,6,74,25920,5
5144,6,75,9005,5
5145,6,76,11645,5
5146,6,77,17965,5
5147,6,78,14705,5
5148,6,79,8335,5
5149,6,80,35555,5
5150,6,81,41545,5
5151,6,82,35555,5
5152,6,83,25580,5
5153,6,84,6235,5
5154,6,85,23120,5
5155,6,86,13355,5
5156,6,87,34745,5
5157,6,88,1920,5
5158,6,89,25230,5
5159,6,90,4030,5
5160,6,91,37680,5
5161,6,92,1920,5
5162,6,93,13525,5
5163,6,94,6635,5
5164,6,95,29545,5
5165,6,96,14895,5
5166,6,97,12270,5
5167,6,98,3875,5
5168,6,99,39735,5
5169,6,100,7790,5
5170,6,101,8495,5
5171,6,102,1260,5
5172,6,103,24540,5
5173,6,104,19550,5
5174,6,105,2290,5
5175,6,106,21390,5
5176,6,107,40735,5
5177,6,108,555,5
5178,6,109,23795,5
5179,6,110,2630,5
5180,6,111,9195,5
5181,6,112,37500,5
5182,6,113,27155,5
5183,6,114,21600,5
5184,6,115,29340,5
5185,6,116,10915,5
5186,6,117,41835,5
5187,6,118,17855,5
5188,6,119,5,5
5189,6,120,645,5
5190,6,121,16895,5
5191,6,122,14565,5
5192,6,123,0,5
5193,6,124,19180,5
5194,6,125,16270,5
5195,6,126,13355,5
5196,6,127,18465,5
5197,6,128,39900,5
5198,6,129,41110,5
5199,6,130,555,5
5200,6,131,14365,5
5201,6,132,14705,5
5202,6,133,24745,5
5203,6,134,0,5
5204,6,135,23530,5
5205,6,136,27625,5
5206,6,137,20020,5
5207,6,138,15270,5
5208,6,139,24745,5
5209,6,140,27155,5
5210,6,141,15105,5
5211,6,142,23795,5
5212,6,143,12145,5
5213,6,144,1260,5
5214,6,145,25525,5
5215,6,146,13150,5
5216,6,147,1810,5
5217,6,148,20800,5
5218,6,149,10185,5
5219,6,150,14365,5
5220,6,151,9005,5
5221,6,152,8335,5
5222,6,153,7305,5
5223,6,154,24745,5
5224,6,155,30615,5
5225,6,156,23530,5
5226,6,157,14045,5
5227,6,158,29040,5
5228,6,159,7445,5
5229,6,160,4030,5
5230,6,161,32335,5
5231,6,162,27155,5
5232,6,163,8260,5
5233,6,164,24540,5
5234,6,165,6635,5
5235,6,166,16445,5
5236,6,167,10790,5
5237,6,168,3140,5
5238,6,169,11755,5
5239,6,170,32490,5
5240,6,171,3640,5
5241,6,172,41635,5
5242,6,173,21745,5
5243,6,174,9520,5
5244,6,175,38650,5
5245,6,176,32335,5
5246,6,177,33855,5
5247,6,178,10790,5
5248,6,179,13780,5
5249,6,180,12270,5
5250,6,181,37680,5
5251,6,182,39900,5
5252,6,183,12975,5
5253,6,184,33225,5
5254,6,185,14045,5
5255,6,186,13355,5
5256,6,187,26920,5
5257,6,188,15550,5
5258,6,189,16610,5
5259,6,190,16960,5
5260,6,191,36970,5
5261,6,192,26425,5
5262,6,193,11085,5
5263,6,194,1455,5
5264,6,195,4760,5
5265,6,196,22810,5
5266,6,197,10070,5
5267,6,198,36795,5
5268,6,199,7955,5
5269,6,200,35555,5
5270,6,201,16085,5
5271,6,202,15385,5
5272,6,203,24540,5
5273,6,204,5025,5
5274,6,205,37680,5
5275,6,206,165,5
5276,6,207,5220,5
5277,6,208,29545,5
5278,6,209,6945,5
5279,6,210,13150,5
5280,6,211,34515,5
5281,6,212,35080,5
5282,6,213,26105,5
5283,6,214,23530,5
5284,6,215,19550,5
5285,6,216,26105,5
5286,6,217,41320,5
5287,6,218,38650,5
5288,6,219,1655,5
5289,6,220,20020,5
5290,6,221,5395,5
5291,6,222,27155,5
5292,6,223,15105,5
5293,6,224,15950,5
5294,6,225,32670,5
5295,6,226,4760,5
5296,6,227,11450,5
5297,6,228,2990,5
5298,6,229,1455,5
5299,6,230,7675,5
5300,6,231,14565,5
5301,6,232,28495,5
5302,6,233,17305,5
5303,6,234,3140,5
5304,6,235,20590,5
5305,6,236,29040,5
5306,6,237,5595,5
5307,6,238,21600,5
5308,6,239,29340,5
5309,6,240,25745,5
5310,6,241,29040,5
5311,6,242,16610,5
5312,6,243,24335,5
5313,6,244,13355,5
5314,6,245,14895,5
5315,6,246,10915,5
5316,6,247,4030,5
5317,6,248,32005,5
5318,6,249,2290,5
5319,6,250,20870,5
5320,6,251,12540,5
5321,6,252,22810,5
5322,6,253,5765,5
5323,6,254,42190,5
5324,6,255,29785,5
5325,6,256,5395,5
5326,6,257,5595,5
5327,6,258,32845,5
5328,6,259,35080,5
5329,6,260,14365,5
5330,6,261,34515,5
5331,6,262,25525,5
5332,6,263,4360,5
5333,6,264,39270,5
5334,6,265,3140,5
5335,6,266,20800,5
5336,6,267,13695,5
5337,6,268,15270,5
5338,6,269,5,5
5339,6,270,19070,5
5340,6,271,14190,5
5341,6,272,16270,5
5342,6,273,30740,5
5343,6,274,16445,5
5344,6,275,6635,5
5345,6,276,40270,5
5346,6,277,35405,5
5347,6,278,14190,5
5348,6,279,4200,5
5349,6,280,2990,5
5350,6,281,23795,5
5351,6,282,4030,5
5352,6,283,25525,5
5353,6,284,12645,5
5354,6,285,16085,5
5355,6,286,16270,5
5356,6,287,32995,5
5357,6,288,17120,5
5358,6,289,15765,5
5359,6,290,17690,5
5360,6,291,10395,5
5361,6,292,12975,5
5362,6,293,14895,5
5363,6,294,41320,5
5364,6,295,31105,5
5365,6,296,40090,5
5366,6,297,27295,5
5367,6,298,40380,5
5368,6,299,37500,5
5369,6,300,28410,5
5370,6,301,5025,5
5371,6,302,15270,5
5372,6,303,25920,5
5373,6,304,17120,5
5374,6,305,2455,5
5375,6,306,22010,5
5376,6,307,12850,5
5377,6,308,41000,5
5378,6,309,8260,5
5379,6,310,25745,5
5380,6,311,34925,5
5381,6,312,14705,5
5382,6,313,7110,5
5383,6,314,11285,5
5384,6,315,25745,5
5385,6,316,40270,5
5386,6,317,20590,5
5387,6,318,22315,5
5388,6,319,4865,5
5389,6,320,14895,5
5390,6,321,37830,5
5391,6,322,16270,5
5392,6,323,10395,5
5393,6,324,11920,5
5394,6,325,22810,5
5395,6,326,9195,5
5396,6,327,33355,5
5397,6,328,10565,5
5398,6,329,3640,5
5399,6,330,21320,5
5400,6,331,30270,5
5401,6,332,11755,5
5402,6,333,32670,5
5403,6,334,16895,5
5404,6,335,35405,5
5405,6,336,18295,5
5406,6,337,15385,5
5407,6,338,25070,5
5408,6,339,30270,5
5409,6,340,27485,5
5410,6,341,3640,5
5411,6,342,3875,5
5412,6,343,15105,5
5413,6,344,27825,5
5414,6,345,2800,5
5415,6,346,17305,5
5416,6,347,40090,5
5417,6,348,39560,5
5418,6,349,32120,5
5419,6,350,24540,5
5420,6,351,19680,5
5421,6,352,12145,5
5422,6,353,12540,5
5423,6,354,15385,5
5424,6,355,16270,5
5425,6,356,21600,5
5426,6,357,28040,5
5427,6,358,15385,5
5428,6,359,4030,5
5429,6,360,9925,5
5430,6,361,27485,5
5431,6,362,3140,5
5432,6,363,3875,5
5433,6,364,32005,5
5434,6,365,10915,5
5435,6,366,19875,5
5436,6,367,16610,5
5437,6,368,11755,5
5438,6,369,32670,5
5439,6,370,14705,5
5440,6,371,30435,5
5441,6,372,7955,5
5442,6,373,29785,5
5443,6,374,11755,5
5444,6,375,12850,5
5445,6,376,34235,5
5446,6,377,19180,5
5447,6,378,30270,5
5448,6,379,36970,5
5449,6,380,39050,5
5450,6,381,14705,5
5451,6,382,25745,5
5452,6,383,28410,5
5453,6,384,31625,5
5454,6,385,25525,5
5455,6,386,30270,5
5456,6,387,24885,5
5457,6,388,22810,5
5458,6,389,15765,5
5459,6,390,24035,5
5460,6,391,6635,5
5461,6,392,17445,5
5462,6,393,13150,5
5463,6,394,30435,5
5464,6,395,12540,5
5465,6,396,16960,5
5466,6,397,5895,5
5467,6,398,32120,5
5468,6,399,12145,5
5469,6,400,24885,5
5470,6,401,37990,5
5471,6,402,42190,5
5472,6,403,25070,5
5473,6,404,19875,5
5474,6,405,11645,5
5475,6,406,21320,5
5476,6,407,32335,5
5477,6,408,17965,5
5478,6,409,9345,5
5479,6,410,18295,5
5480,6,411,39560,5
5481,6,412,29545,5
5482,6,413,12975,5
5483,6,414,7955,5
5484,6,415,22640,5
5485,6,416,13525,5
5486,6,417,2140,5
5487,6,418,1920,5
5488,6,419,8660,5
5489,6,420,28040,5
5490,6,421,28905,5
5491,6,422,12270,5
5492,6,423,645,5
5493,6,424,36110,5
5494,6,425,16085,5
5495,6,426,23010,5
5496,6,427,9700,5
5497,6,428,6450,5
5498,6,429,22510,5
5499,6,430,6635,5
5500,6,431,13355,5
5501,6,432,1655,5
5502,6,433,2140,5
5503,6,434,19550,5
5504,6,435,13525,5
5505,6,436,16270,5
5506,6,437,41110,5
5507,6,438,2455,5
5508,6,439,3340,5
5509,6,440,34515,5
5510,6,441,22170,5
5511,6,442,11920,5
5512,6,443,9700,5
5513,6,444,28040,5
5514,6,445,13525,5
5515,6,446,31625,5
5516,6,447,14190,5
5517,6,448,19070,5
5518,6,449,32120,5
5519,6,450,13525,5
5520,6,451,32995,5
5521,6,452,26280,5
5522,6,453,24885,5
5523,6,454,395,5
5524,6,455,4865,5
5525,6,456,14190,5
5526,6,457,645,5
5527,6,458,15765,5
5528,6,459,24225,5
5529,6,460,24035,5
5530,6,461,24225,5
5531,6,462,18295,5
5532,6,463,41545,5
5533,6,464,14705,5
5534,6,465,30435,5
5535,6,466,36970,5
5536,6,467,37500,5
5537,6,468,20445,5
5538,6,469,4200,5
5539,6,470,20870,5
5540,6,471,28495,5
5541,6,472,15765,5
5542,6,473,3540,5
5543,6,474,21320,5
5544,6,475,22640,5
5545,6,476,2290,5
5546,6,477,42025,5
5547,6,478,28410,5
5548,6,479,16445,5
5549,6,480,10915,5
5550,6,481,30615,5
5551,6,482,26280,5
5552,6,483,12645,5
5553,6,484,34515,5
5554,6,485,19070,5
5555,6,486,15270,5
5556,6,487,41545,5
5557,6,488,42190,5
5558,6,489,13150,5
5559,6,490,17855,5
5560,6,491,36635,5
5561,6,492,24745,5
5562,6,493,7790,5
5563,6,494,10070,5
5564,6,495,20590,5
5565,6,496,16610,5
5566,6,497,40735,5
5567,6,498,16610,5
5568,6,499,29340,5
5569,6,500,25580,5
5570,6,501,3875,5
5571,6,502,11450,5
5572,6,503,22810,5
5573,6,504,5595,5
5574,6,505,14705,5
5575,6,506,555,5
5576,6,507,20250,5
5577,6,508,1455,5
5578,6,509,15950,5
5579,6,510,31795,5
5580,6,511,20020,5
5581,6,512,42025,5
5582,6,513,40735,5
5583,6,514,16270,5
5584,6,515,2800,5
5585,6,516,15385,5
5586,6,517,14565,5
5587,6,518,39270,5
5588,6,519,14365,5
5589,6,520,32995,5
5590,6,521,31795,5
5591,6,522,21600,5
5592,6,523,26280,5
5593,6,524,34400,5
5594,6,525,11085,5
5595,6,526,12145,5
5596,6,527,165,5
5597,6,528,12850,5
5598,6,529,4030,5
5599,6,530,4360,5
5600,6,531,7305,5
5601,6,532,33225,5
5602,6,533,36970,5
5603,6,534,17305,5
5604,6,535,12540,5
5605,6,536,12975,5
5606,6,537,20800,5
5607,6,538,16270,5
5608,6,539,15385,5
5609,6,540,10565,5
5610,6,541,2290,5
5611,6,542,38850,5
5612,6,543,24745,5
5613,6,544,29215,5
5614,6,545,19180,5
5615,6,546,39050,5
5616,6,547,28665,5
5617,6,548,24225,5
5618,6,549,24885,5
5619,6,550,15270,5
5620,6,551,4360,5
5621,6,552,10565,5
5622,6,553,12540,5
5623,6,554,29920,5
5624,6,555,26640,5
5625,6,556,32335,5
5626,6,557,1260,5
5627,6,558,25230,5
5628,6,559,35955,5
5629,6,560,34925,5
5630,6,561,13695,5
5631,6,562,34400,5
5632,6,563,2290,5
5633,6,564,24335,5
5634,6,565,13150,5
5635,6,566,5,5
5636,6,567,6945,5
5637,6,568,28665,5
5638,6,569,40735,5
5639,6,570,33355,5
5640,6,571,7675,5
5641,6,572,16270,5
5642,6,573,19550,5
5643,6,574,14190,5
5644,6,575,28665,5
5645,6,576,27485,5
5646,6,577,15550,5
5647,6,578,13525,5
5648,6,579,2800,5
5649,6,580,26425,5
5650,6,581,36795,5
5651,6,582,16445,5
5652,6,583,645,5
5653,6,584,25745,5
5654,6,585,12270,5
5655,6,586,8260,5
5656,6,587,23895,5
5657,6,588,12975,5
5658,6,589,40270,5
5659,6,590,555,5
5660,6,591,3875,5
5661,6,592,4360,5
5662,6,593,16270,5
5663,6,594,23010,5
5664,6,595,9700,5
5665,6,596,19550,5
5666,6,597,3340,5
5667,6,598,7305,5
5668,6,599,4360,5
5669,6,600,4360,5
5670,6,601,14705,5
5671,6,602,4510,5
5672,6,603,13525,5
5673,6,604,19420,5
5674,6,605,26425,5
5675,6,606,38450,5
5676,6,607,33225,5
5677,6,608,19420,5
5678,6,609,4865,5
5679,6,610,15270,5
5680,6,611,23310,5
5681,6,612,25230,5
5682,6,613,6080,5
5683,6,614,39390,5
5684,6,615,22640,5
5685,6,616,165,5
5686,6,617,23795,5
5687,6,618,21745,5
5688,6,619,37500,5
5689,6,620,31625,5
5690,6,621,41110,5
5691,6,622,22810,5
5692,6,623,165,5
5693,6,624,17305,5
5694,6,625,17445,5
5695,6,626,22640,5
5696,6,627,18660,5
5697,6,628,39050,5
5698,6,629,22315,5
5699,6,630,9925,5
5700,6,631,24745,5
5701,6,632,29545,5
5702,6,633,34160,5
5703,6,634,39270,5
5704,6,635,25580,5
5705,6,636,4865,5
5706,6,637,27295,5
5707,6,638,26640,5
5708,6,639,645,5
5709,6,640,10565,5
5710,6,641,13780,5
5711,6,642,32005,5
5712,6,643,5595,5
5713,6,644,37680,5
5714,6,645,27295,5
5715,6,646,17690,5
5716,6,647,9925,5
5717,6,648,14565,5
5718,6,649,33530,5
5719,6,650,6785,5
5720,6,651,16445,5
5721,6,652,3540,5
5722,6,653,8835,5
5723,6,654,40735,5
5724,6,655,16270,5
5725,6,656,3540,5
5726,6,657,23010,5
5727,6,658,34400,5
5728,6,659,8260,5
5729,6,660,43140,5
5730,6,661,38550,5
5731,6,662,1260,5
5732,6,663,29040,5
5733,6,664,41635,5
5734,6,665,36425,5
5735,6,666,4030,5
5736,6,667,32120,5
5737,6,668,25920,5
5738,6,669,31440,5
5739,6,670,37830,5
5740,6,671,23310,5
5741,6,672,34160,5
5742,6,673,5765,5
5743,6,674,32490,5
5744,6,675,18295,5
5745,6,676,21320,5
5746,6,677,16960,5
5747,6,678,33225,5
5748,6,679,36425,5
5749,6,680,28905,5
5750,6,681,12645,5
5751,6,682,14565,5
5752,6,683,24885,5
5753,6,684,14705,5
5754,6,685,15105,5
5755,6,686,33695,5
5756,6,687,12850,5
5757,6,688,10185,5
5758,6,689,35555,5
5759,6,690,36295,5
5760,6,691,33855,5
5761,6,692,33355,5
5762,6,693,3140,5
5763,6,694,15385,5
5764,6,695,36970,5
5765,6,696,1655,5
5766,6,697,35810,5
5767,6,698,20800,5
5768,6,699,6785,5
5769,6,700,20870,5
5770,6,701,23530,5
5771,6,702,32005,5
5772,6,703,15550,5
5773,6,704,15950,5
5774,6,705,36295,5
5775,6,706,20020,5
5776,6,707,9345,5
5777,6,708,27625,5
5778,6,709,16445,5
5779,6,710,24540,5
5780,6,711,43140,5
5781,6,712,11755,5
5782,6,713,41835,5
5783,6,714,24540,5
5784,6,715,14045,5
5785,6,716,34400,5
5786,6,717,31625,5
5787,6,718,9195,5
5788,6,719,4510,5
5789,6,720,27155,5
5790,6,721,27825,5
5791,6,722,37990,5
5792,6,723,24540,5
5793,6,724,32845,5
5794,6,725,1455,5
5795,6,726,23310,5
5796,6,727,28145,5
5797,6,728,6080,5
5798,6,729,12975,5
5799,6,730,33225,5
5800,6,731,12145,5
5801,6,732,12270,5
5802,6,733,41635,5
5803,6,734,18155,5
5804,6,735,24885,5
5805,6,736,35955,5
5806,6,737,17445,5
5807,6,738,3540,5
5808,6,739,19420,5
5809,6,740,13695,5
5810,6,741,32670,5
5811,6,742,2140,5
5812,6,743,19180,5
5813,6,744,29920,5
5814,6,745,27155,5
5815,6,746,17445,5
5816,6,747,2290,5
5817,6,748,38160,5
5818,6,749,12645,5
5819,6,750,21600,5
5820,6,751,20870,5
5821,6,752,21320,5
5822,6,753,31105,5
5823,6,754,39390,5
5824,6,755,39560,5
5825,6,756,24885,5
5826,6,757,31795,5
5827,6,758,12645,5
5828,6,759,16895,5
5829,6,760,1455,5
5830,6,761,20870,5
5831,6,762,15950,5
5832,6,763,14045,5
5833,6,764,37325,5
5834,6,765,28665,5
5835,6,766,19180,5
5836,6,767,15550,5
5837,6,768,33695,5
5838,6,769,6080,5
5839,6,770,31105,5
5840,6,771,2455,5
5841,6,772,6785,5
5842,6,773,25525,5
5843,6,774,38650,5
5844,6,775,15765,5
5845,6,776,4030,5
5846,6,777,13780,5
5847,6,778,30045,5
5848,6,779,42025,5
5849,6,780,39050,5
5850,6,781,3140,5
5851,6,782,23895,5
5852,6,783,13695,5
5853,6,784,23795,5
5854,6,785,32335,5
5855,6,786,10395,5
5856,6,787,19875,5
5857,6,788,28905,5
5858,6,789,17305,5
5859,6,790,14705,5
5860,6,791,32335,5
5861,6,792,13355,5
5862,6,793,12540,5
5863,6,794,30740,5
5864,6,795,9700,5
5865,6,796,6785,5
5866,6,797,18155,5
5867,6,798,39735,5
5868,6,799,11920,5
5869,6,800,16445,5
5870,6,801,7790,5
5871,6,802,14895,5
5872,6,803,30905,5
5873,6,804,26805,5
5874,6,805,14705,5
5875,6,806,1260,5
5876,6,807,14045,5
5877,6,808,39050,5
5878,6,809,24540,5
5879,6,810,36295,5
5880,6,811,4510,5
5881,6,812,5025,5
5882,6,813,7675,5
5883,6,814,30615,5
5884,6,815,42190,5
5885,6,816,7790,5
5886,6,817,20020,5
5887,6,818,3140,5
5888,6,819,26640,5
5889,6,820,12975,5
5890,6,821,15270,5
5891,6,822,13150,5
5892,6,823,10565,5
5893,6,824,36295,5
5894,6,825,15765,5
5895,6,826,28665,5
5896,6,827,6450,5
5897,6,828,24035,5
5898,6,829,37500,5
5899,6,830,37165,5
5900,6,831,32845,5
5901,6,832,32005,5
5902,6,833,16610,5
5903,6,834,26105,5
5904,6,835,42025,5
5905,6,836,34235,5
5906,6,837,36635,5
5907,6,838,34745,5
5908,6,839,26920,5
5909,6,840,14705,5
5910,6,841,20445,5
5911,6,842,12850,5
5912,6,843,20250,5
5913,6,844,18155,5
5914,6,845,11450,5
5915,6,846,35245,5
5916,6,847,3640,5
5917,6,848,14045,5
5918,6,849,18660,5
5919,6,850,12975,5
5920,6,851,20800,5
5921,6,852,645,5
5922,6,853,31795,5
5923,6,854,4030,5
5924,6,855,22170,5
5925,6,856,15105,5
5926,6,857,12850,5
5927,6,858,19420,5
5928,6,859,26920,5
5929,6,860,24335,5
5930,6,861,4360,5
5931,6,862,12145,5
5932,6,863,18155,5
5933,6,864,5765,5
5934,6,865,28495,5
5935,6,866,16895,5
5936,6,867,20020,5
5937,6,868,22010,5
5938,6,869,33530,5
5939,6,870,34745,5
5940,6,871,30045,5
5941,6,872,20445,5
5942,6,873,21320,5
5943,6,874,30045,5
5944,6,875,41110,5
5945,6,876,10790,5
5946,6,877,19070,5
5947,6,878,14045,5
5948,6,879,5895,5
5949,6,880,14705,5
5950,6,881,34400,5
5951,6,882,14705,5
5952,6,883,33855,5
5953,6,884,17965,5
5954,6,885,29920,5
5955,6,886,24885,5
5956,6,887,13780,5
5957,6,888,34515,5
5958,6,889,7305,5
5959,6,890,13355,5
5960,6,891,30045,5
5961,6,892,18660,5
5962,6,893,31105,5
5963,6,894,2140,5
5964,6,895,11920,5
5965,6,896,26920,5
5966,6,897,25580,5
5967,6,898,33695,5
5968,6,899,16445,5
5969,6,900,40380,5
5970,6,901,8335,5
5971,6,902,15385,5
5972,6,903,4360,5
5973,6,904,395,5
5974,6,905,645,5
5975,6,906,645,5
5976,6,907,22640,5
5977,6,908,5595,5
5978,6,909,19875,5
5979,6,910,13695,5
5980,6,911,25070,5
5981,6,912,13780,5
5982,6,913,1080,5
5983,6,914,870,5
5984,6,915,37325,5
5985,6,916,14190,5
5986,6,917,39050,5
5987,6,918,28905,5
5988,6,919,33355,5
5989,6,920,39270,5
5990,6,921,21600,5
5991,6,922,24540,5
5992,6,923,36635,5
5993,6,924,22810,5
5994,6,925,25070,5
5995,6,926,15385,5
5996,6,927,15950,5
5997,6,928,24745,5
5998,6,929,38160,5
5999,6,930,1920,5
6000,6,931,39050,5
6001,6,932,35405,5
6002,6,933,4030,5
6003,6,934,11450,5
6004,6,935,23120,5
6005,6,936,25920,5
6006,6,937,6450,5
6007,6,938,28495,5
6008,6,939,19550,5
6009,6,940,18465,5
6010,6,941,21320,5
6011,6,942,28040,5
6012,6,943,32335,5
6013,6,944,14565,5
6014,6,945,6235,5
6015,6,946,6945,5
6016,6,947,36425,5
6017,6,948,15550,5
6018,6,949,3875,5
6019,6,950,38160,5
6020,6,951,5895,5
6021,6,952,18155,5
6022,6,953,34160,5
6023,6,954,31440,5
6024,6,955,10070,5
6025,6,956,35245,5
6026,6,957,39050,5
6027,6,958,14705,5
6028,6,959,24335,5
6029,6,960,18295,5
6030,6,961,14045,5
6031,6,962,6635,5
6032,6,963,13525,5
6033,6,964,22010,5
6034,6,965,18465,5
6035,6,966,30045,5
6036,6,967,5395,5
6037,6,968,18295,5
6038,6,969,25745,5
6039,6,970,5765,5
6040,6,971,14895,5
6041,6,972,3340,5
6042,6,973,3540,5
6043,6,974,20020,5
6044,6,975,40270,5
6045,6,976,9195,5
6046,6,977,32670,5
6047,6,978,15950,5
6048,6,979,35555,5
6049,6,980,6450,5
6050,6,981,28410,5
6051,6,982,645,5
6052,6,983,555,5
6053,6,984,12145,5
6054,6,985,37500,5
6055,6,986,17855,5
6056,6,987,1655,5
6057,6,988,22810,5
6058,6,989,30905,5
6059,6,990,165,5
6060,6,991,24745,5
6061,6,992,37680,5
6062,6,993,35555,5
6063,6,994,17445,5
6064,6,995,38160,5
6065,6,996,8335,5
6066,6,997,34235,5
6067,6,998,22170,5
6068,6,999,25230,5
6069,6,1000,29215,5
6070,6,1001,17120,5
6071,6,1002,8495,5
6072,6,1003,16960,5
6073,6,1004,21320,5
6074,6,1005,31625,5
6075,6,1006,1655,5
6076,6,1007,41320,5
6077,6,1008,14045,5
6078,6,1009,1655,5
6079,6,1010,13780,5
6080,6,1011,645,5
6081,6,1012,13355,5
6082,6,1013,2455,5
6083,6,1014,36795,5
6084,7,1,340,5
6085,7,2,13340,5
6086,7,3,14400,5
